name,business_id,city,state,stars,categories
Hot Head Burritos,KDUFesjZo0pzETXvueYGAQ,Delaware,OH,3.0,"Fast Food, Mexican, Restaurants"
Liberty's Pizza of Natick,kFh6iqCugNZ3Qpy4xVKQvA,Natick,MA,3.0,"Sandwiches, Restaurants, Pizza"
Lucky Dragon Palace Restaurant,IqszAoy_Ggk7KHzIzoc4YQ,Vancouver,BC,3.5,"Chinese, Dim Sum, Restaurants"
Cosi,fAMDJ9R_EfTB-nvEP0jgvQ,Columbus,OH,3.0,"Sandwiches, Food, Internet Cafes, Coffee & Tea, Restaurants"
Gold Train Express,dQcK--cyHccDMJd_z89n4g,Vancouver,BC,2.5,"Vietnamese, Restaurants, Asian Fusion"
Chipotle Mexican Grill,HaKhksuFqOkKNY2_AZvPuQ,Powell,OH,2.5,"Mexican, Restaurants, Fast Food"
Panera Bread,P6RRSjIli-m2eCFGosUhaA,Winter Park,FL,2.5,"Bagels, Soup, Food, Salad, Cafes, Breakfast & Brunch, Restaurants, Sandwiches"
Domino's Pizza,Suh5Zx3OP-2DRmxjncAKNA,Portland,OR,2.5,"Restaurants, Chicken Wings, Pizza, Sandwiches"
Hope's Deli,4GEpvKs-_Kh6llN-G_P3Qg,Portland,OR,4.0,"Delis, Restaurants"
Papa Jacks Pizza & Italian Eatery,IqBYlPTTb3MRkJoSQlmtaQ,Revere,MA,3.5,"Pizza, Restaurants"
Firenza Pizza,D_i7FJvOLcnu2uMZ-TGV3A,Tigard,OR,4.0,"Pizza, Restaurants, Italian"
Monkey Nest,HhNOUERQR9YMFKNh0SETGA,Austin,TX,4.5,"Bakeries, Coffee & Tea, Restaurants, Sandwiches, Cafes, Food"
Jin Jiang Shanghai Restaurant,9CqzZK-4BJ8v4Dv_rj8pzw,Burnaby,BC,3.0,"Chinese, Restaurants"
Whiskey Priest,7Ou2B8nfGxoI6dm-nREktg,Boston,MA,2.5,"Pubs, Bars, Whiskey Bars, Nightlife, Irish Pub, Sports Bars"
Taco Bell,BAJnBN9qkz3QkG16P0uPGA,Austin,TX,2.0,"Restaurants, Tex-Mex, Fast Food, Breakfast & Brunch, Tacos, Mexican"
Craft Pride,lnG403wPUtZr7fxHETB3Rw,Austin,TX,4.0,"Restaurants, Pizza, American (Traditional), Nightlife, Bars, Breakfast & Brunch, Beer Bar"
Capuano's Pizza House,jGECifKnNbtu-6QxOAvPFQ,Pataskala,OH,3.5,"Pizza, Restaurants"
Domino’s Pizza,jEsInXQ5O9wvipMo6DcHcA,Atlanta,GA,3.5,"Pizza, Restaurants, Chicken Wings, Sandwiches"
Papa Murphy's,m3xN52NciYrXoj269gNySw,Vancouver,WA,3.5,"Pizza, Restaurants"
Jack's Coal Fired Pizza,OP3hXjPJiWVxPHBmNj9ztw,Burlington,MA,4.0,"Pizza, Italian, Restaurants, Bars, Nightlife"
Papa John's Pizza,VMtdMz6UIYVaU_k2M7E_0A,College Park,GA,1.0,"Restaurants, Pizza"
DarSalam Lazurdi,Yh-ojytLDhgG-Vee6ZtKKw,Portland,OR,4.5,"Buffets, Middle Eastern, Vegan, Halal, Restaurants, Gluten-Free, Falafel, Mediterranean"
Panera Bread,BcytCROf8NpR3zNMqgDrGQ,Winter Springs,FL,3.0,"Salad, Restaurants, Soup, Bakeries, Sandwiches, Delis, Breakfast & Brunch, Bagels, Food"
Monti's Cafe,SatR4ZoHPG-y2SFmSmOu_g,Portland,OR,3.5,"Restaurants, Coffee & Tea, Cafes, Food"
Yelus,CH9UbNl7Ohbq9N-zceOJgQ,Dorchester,MA,4.0,"Coffee & Tea, Food, Fast Food, Desserts, Restaurants"
Aurora Venezuelan Food,brXZUXjW9jGX3BQHkynndQ,Austin,TX,5.0,"Latin American, Restaurants, Food, Venezuelan, Food Trucks"
Mercy Tavern,OZyxZN4b28N-2Nezv8aaOQ,Salem,MA,4.5,"Restaurants, Nightlife, Music Venues, Bars, Arts & Entertainment, Comfort Food, Pubs, Sandwiches, Gastropubs, Burgers"
A&W,LRIWJnM6Y4PoSJjz2TD4ZQ,Richmond,BC,3.5,"Fast Food, Restaurants, Burgers"
Jimmy's Family Restaurant,AyUGGeNJfRjmH44oUaqmQQ,Burlington,MA,3.5,"Restaurants, Salad, Diners"
Snappy Pattys,FNdnXw_E-dKom50dxlSogw,Medford,MA,4.0,"Restaurants, Beer, Wine & Spirits, Food, Burgers, American (New)"
Boxer Ramen,V8txgodIntPXK3BuqBjerA,Portland,OR,3.5,"Ramen, Restaurants, Noodles, Japanese"
Avocado Mexican Grill,T3Mi09z6NVPTpKLPLjaPVg,Celebration,FL,3.0,"Restaurants, Food, Beer, Wine & Spirits, Mexican"
Stoney River Steakhouse and Grill,d-Gv5j_7aANsX0kYyOYQ9w,Atlanta,GA,4.0,"Steakhouses, Seafood, Restaurants"
Panago Pizza,0jaJAfI7N7bOvQ8PRKVQlw,Burnaby,BC,4.0,"Restaurants, Pizza, Chicken Wings, Food, Salad, Food Delivery Services"
Starbucks,vrcVe7JYuJzgX_eJgJv1HA,Columbus,OH,3.5,"Coffee & Tea, Food, Restaurants"
Irish 31,EHMQZYxpntWQ4jO5bxMYRg,Oviedo,FL,4.0,"Irish, Irish Pub, Nightlife, Bars, American (Traditional), Restaurants"
Sprig,Zly6s0jKPSLbRcvjxaj3yg,Vancouver,BC,3.5,"Greek, Restaurants"
Chopps American Bar and Grill,qXbyChxRZLcvKyTsFUEJrw,Burlington,MA,3.5,"American (New), Restaurants"
El Embajador,3qC2B1YVyLtjPUl0BAksvw,Jamaica Plain,MA,4.0,"Caterers, Dominican, Latin American, Mexican, American (Traditional), Event Planning & Services, Caribbean, Seafood, Restaurants"
McDonald's,VWQc5I4hahTLAOb1K2bxyw,Austin,TX,2.0,"Coffee & Tea, Fast Food, Restaurants, Food, Burgers"
Hao Hao Restaurant,e--ZBDeTnCCus211ey0oaw,Austin,TX,3.5,"Vietnamese, Restaurants, Chinese"
Tortilleria Y Tienda De Leon's,ELkpJ8dACMnazfCuB3-BwQ,Portland,OR,4.5,"Butcher, Caterers, Restaurants, Food, Grocery, Mexican, Event Planning & Services"
Wendy's,Nty3Baa5NHtR6DM1Qn4mUg,Atlanta,GA,1.5,"Fast Food, Burgers, Restaurants"
Taco Bell,IahvHoOfuoRnHtcnr0JaTA,Vancouver,WA,2.0,"Mexican, Fast Food, Restaurants, Breakfast & Brunch, Tex-Mex, Tacos"
Coffee's On,i30B6FK1IOX05G3S6Rq7TQ,Portland,OR,4.0,"Cafes, Restaurants, Food, Coffee & Tea"
Pu Pu Restaurant,NUTYUNVU1xFBhe1WpV782g,West Roxbury,MA,3.5,"Chinese, Restaurants, Chicken Wings, Seafood"
Hot Wok,4rTeEp_h2ijmmsO38Zg9VA,Titusville,FL,3.0,"Restaurants, Chinese"
TLV Israeli Street food,_iLfGaGVofxrGMX23wg78w,Austin,TX,4.5,"Restaurants, Middle Eastern"
Domino's,sxqXOeDhMhGZxb4-N5ijJw,Plain City,OH,2.5,"Pizza, Restaurants, Chicken Wings, Sandwiches"
Lisac's Fireplaces & Stoves,V7a6FgYkWsuA8i5jjYUEag,Milwaukie,OR,3.5,"Appliances, Home & Garden, Shopping, Barbeque, Restaurants, Event Planning & Services"
Renula's Greek Kitchen,YMMrnWrHeIz9j5fAeLKowg,Brookline,MA,4.0,"Restaurants, Greek, Food Trucks, Food"
Bob Evans,-nyC4Wxwt03db8q74YpS3A,Grove City,OH,3.0,"Salad, Restaurants, Comfort Food, Bed & Breakfast, Hotels & Travel, Breakfast & Brunch, American (Traditional)"
Pomodoro,7_q1IsPoR25clSoigtGmeg,Boston,MA,4.5,"Italian, Mediterranean, Pizza, Restaurants"
Cafe 1117,kkihH7UEt22p7LQgbSFnyA,Atlanta,GA,3.5,"Food, Restaurants, Juice Bars & Smoothies, Cafes"
Old Town Tavern,dE8TiYaHuYFSDbX9B89c8A,Canal Winchester,OH,3.5,"Restaurants, Bars, American (New), Nightlife, Food"
Cultivate Food and Coffee,UG6_dVkv1I5AV7NS3CG6Kg,Atlanta,GA,4.0,"Coffee & Tea, Food, Coffee Roasteries, Sandwiches, Restaurants, Breakfast & Brunch, Cafes, Tapas Bars, American (New)"
Seaside Provisions,3UQhy86ZfMXH-thwOPYjEA,North Vancouver,BC,4.0,"Seafood, Tapas/Small Plates, Restaurants"
LongHorn Steakhouse,E42dulQ-OfZ3caiKKh7J5w,Orlando,FL,4.0,"Barbeque, Restaurants, American (Traditional), Steakhouses"
Bistro du Midi,l45r09qD9iIkQn9KoKKfuw,Boston,MA,4.0,"Bars, French, Food, Nightlife, Restaurants, Desserts"
Chang's Mongolian Grill,qGEFOpfif31NxvaGspIsng,Portland,OR,3.5,"Mongolian, Restaurants"
The Crying Monk,QLIdlnBCgi_nulbca8wG-g,Cocoa,FL,3.5,"Bars, Nightlife, Arts & Entertainment, Music Venues, Restaurants, Comfort Food"
Genjigo,-fQkHDRvZq5YBZC86S2DsQ,Grove City,OH,2.5,"Restaurants, Steakhouses, Japanese"
Xin Qiao Feng Noodles,ySghvoW8cCMxfDbi6vwd7w,Richmond,BC,4.0,"Chinese, Food, Restaurants"
So Good Cottage Cafe,yH-0Vgfvd0E3x0OUsiX1WQ,Cocoa,FL,5.0,"Restaurants, Specialty Food, Health Markets, Gluten-Free, Cafes, Salad, Soup, Sandwiches, Food"
Depasquale's At Night Caps Corner,qUy1Ud5ZVc0GKZ5MUzzB1w,Newton,MA,4.0,"Italian, Delis, American (Traditional), Restaurants"
Taqueria La Chilanguita,aPn02TSwZlTXPidY7htAUg,Austin,TX,4.0,"Mexican, Restaurants"
Tropico Mofongo Restaurant,-WAEQS2ccwlgd_Vu1PsrzQ,Kissimmee,FL,4.0,"Comfort Food, Caribbean, Latin American, Soul Food, Food, Puerto Rican, Restaurants, Spanish, Seafood"
Toyloco,3C9CZS_l2XqQHeEQTI-UtA,Austin,TX,4.5,"Restaurants, Mexican, Tacos"
26 Thai Kitchen & Bar at Midtown,HE1l6pB4_y97Rlmf8eJeNA,Atlanta,GA,4.5,"Thai, Bars, Restaurants, Nightlife"
AliBaba Capilano Cafe,XGzGPESx0eFyWV7EA8VUpw,North Vancouver,BC,3.0,"Persian/Iranian, Restaurants"
Papa John's Pizza,PkT-STIptzF-_YQ7CN-X1w,Burnaby,BC,3.5,"Desserts, Chicken Wings, Restaurants, Pizza, Food"
Tamsung Thai Street Eats,iGK--9XyrPwVNQOvP_EFgQ,Atlanta,GA,4.5,"Restaurants, Thai"
Brooklyn's Down South,MBoXcf4po851V-Po1FTS8Q,Buda,TX,4.0,"Restaurants, Southern, American (Traditional), Cajun/Creole"
Scorpion Bar Boston,STgopLVLqcFNLRl-2H3VSw,Boston,MA,2.5,"Nightlife, Tacos, Mexican, Bars, Restaurants"
Mika Sushi,SA0D3dbsa8B2bkkfpM8aMg,Coquitlam,BC,3.5,"Japanese, Restaurants"
McDonald's,uyH36ZDCTW8lzgq2OEj1Mg,Newton,MA,2.0,"Fast Food, Restaurants, Burgers, Food, Coffee & Tea"
Khao Soy Thai Restaurant,SZazvtfeMA1m_SYnGvPtIA,Portland,OR,4.0,"Thai, Beer Bar, Restaurants, Bars, Nightlife"
Broke Johnny Food Truck,qCJcqmKm5mpPIhJWx0pAgQ,Columbus,OH,3.5,"Food Trucks, Restaurants, Breakfast & Brunch, Food"
Black Dog Lounge,H6FN1CIoCl4VjJ8fa8_XGg,Portland,OR,3.5,"Nightlife, Burgers, Bars, American (New), Gastropubs, Restaurants, Cocktail Bars, Sandwiches"
Waffle House,weD-e-RzQzyoVjP-bG-_7w,Atlanta,GA,4.0,"Comfort Food, American (New), Restaurants, Diners, American (Traditional), Breakfast & Brunch"
Get Smooth Smoothie Cafe,D-ZrwsWcKVSIPcIbX3Ek9g,Davenport,FL,5.0,"Juice Bars & Smoothies, Sandwiches, Food, Restaurants"
Sebastian Cafe Restaurant,uYr9UuFn-W8h8sih9-wm-A,Kissimmee,FL,3.5,"Latin American, Venezuelan, Cafes, Colombian, Restaurants"
Tanner Tavern,IXVWIVmv5l3REcx7W8W9gg,Woburn,MA,3.0,"Restaurants, American (New), Lounges, Pubs, Nightlife, Bars"
PAPA LLAMA,vQwEDHVsVDs8OfbOCFir_w,Orlando,FL,5.0,"Latin American, Food Trucks, Restaurants, Food Stands, Street Vendors, Shopping, Peruvian, Pop-up Shops, Pop-Up Restaurants, Food"
The Hickory House,gPey6VwxC035gkWOJkSUqQ,Gahanna,OH,4.0,"Barbeque, Seafood, Steakhouses, Restaurants"
Super Torta II,Jr0FwAtWl3F4FlDJzeZj5w,Columbus,OH,3.5,"Food Stands, Mexican, Restaurants"
C-Lovers Fish & Chips,vwKdjOBaGprrN3Qyn4u8sw,West Vancouver,BC,3.5,"Fish & Chips, Seafood, Restaurants, Canadian (New)"
Tech Square,qWNYdez9HnrpXtNyrUuK8Q,Atlanta,GA,4.5,"Local Flavor, Public Services & Government, Landmarks & Historical Buildings, Shopping, Restaurants"
Starbucks,PcLagfMcNNA0VwCJ6szlDQ,Austin,TX,3.0,"Restaurants, Sandwiches, Coffee & Tea, Bakeries, Food"
Ph'East - A Far East Street Feast,dgnA9CPdjjcRYxzfbr4EMA,Atlanta,GA,4.5,"Asian Fusion, Coffee & Tea, Restaurants, Food"
Miller's Homestead,UJ8rChwpJP7BV8zkRops_A,Portland,OR,3.5,"Coffee & Tea, American (Traditional), Food, Breakfast & Brunch, Restaurants"
Baldwin's Market & Parlor,hmrkLBtGQVhHphhOp00kEg,Lake Oswego,OR,5.0,"Tapas/Small Plates, Beer, Wine & Spirits, Food, Nightlife, Specialty Food, Tasting Classes, Education, Event Planning & Services, Restaurants, Wine Bars, Bars, Wine Tasting Classes, Venues & Event Spaces"
Jack in the Box,hXToK6UfN3BOXy7UScAmXw,Portland,OR,2.0,"Restaurants, Fast Food, Burgers, Mexican, Breakfast & Brunch, Tacos"
Refuge Cafe,FgIeApSWL-K7eC-2gUii1Q,Boston,MA,3.0,"Coffee & Tea, Sandwiches, Internet Cafes, Food, Restaurants, Vegetarian, Cafes, Breakfast & Brunch"
Mi Pueblo Taqueria,VHalZe1uX7-fHWP3gRX5Ig,Portland,OR,4.0,"Restaurants, Mexican"
Viet-Nomz - Downtown Orlando,PvfUahCnlK7kocPw20OnHA,Orlando,FL,5.0,"Asian Fusion, Vietnamese, Restaurants"
Dagar's Catering,-pV3ELnolM-6qQHqZXmQSA,Austin,TX,4.5,"Party & Event Planning, Restaurants, Event Planning & Services, Barbeque, Caterers"
Captain Marden's Food Truck,fY8QSBoNS4oDafwf1AeVrQ,Wellesley Hills,MA,4.0,"Food Stands, Food, Seafood, Food Trucks, Restaurants"
Great Harvest Bread,RcP7HznJW4QVH5t-uTgiYQ,Columbus,OH,4.5,"Cafes, Food, Restaurants, Bakeries, Breakfast & Brunch"
Luce,3N7HUsO6O8Xl0DiRLJ-MAg,Cambridge,MA,4.0,"Cocktail Bars, Seafood, Restaurants, American (New), American (Traditional), Italian, Bars, Nightlife"
Thornton Park District,IAqMDmwoGWENHV3Xfe6ePA,Orlando,FL,4.5,"Restaurants, Parks, Active Life, Art Galleries, Local Flavor, Arts & Entertainment, Shopping"
The Brass Tap,glYq8aQWt06benCVB7W50g,Orlando,FL,4.0,"Arts & Entertainment, Nightlife, Restaurants, Gastropubs, Bars, Pubs, Sports Bars, Beer Gardens, Music Venues, Salad"
Olivia's Wonderland Of Taste,nOMjw4sZAOq5wIxjV2fz4A,Portland,OR,4.5,"Gluten-Free, Food Stands, Comfort Food, Breakfast & Brunch, Restaurants"
Xin Jiang Delicious Food,WYQchcVQeR-mdueqwXJx3A,Richmond,BC,3.5,"Imported Food, Chinese, Food Court, Food, Ethnic Food, Specialty Food, Halal, Restaurants, Food Stands"
PDQ Winter Park,-qkV8BqASRgG8kWRp_a9vg,Winter Park,FL,4.0,"Fast Food, Chicken Shop, Restaurants, Sandwiches, American (Traditional)"
QuikTrip,ehZhbTL7QKwhP93Pbn8P_w,Chamblee,GA,3.5,"Automotive, Fast Food, Convenience Stores, Restaurants, Food, Gas Stations"
Heartbeats Café,7sUOPIaiEXBhkMUDyb6SIQ,Portland,OR,3.5,"Cafes, Restaurants"
Island Vibes Restaurant,ZWo0uGc0GA5OvsSZQmwnPQ,Columbus,OH,4.0,"Restaurants, Caribbean"
EVO Entertainment Group - Kyle,uPL5cs9C0WJ5Vn_deQzp3g,Kyle,TX,3.0,"Arcades, Restaurants, American (New), Bowling, Food Delivery Services, Cinema, Active Life, Food, Arts & Entertainment"
Tandoori Grill,twvX-iZhAb2kvx5qzXEG4Q,Columbus,OH,3.5,"Halal, Restaurants, Indian, Pakistani"
Rice Tales,iocVsGzroBYbB67vGxWnXA,Richmond,BC,2.5,"Noodles, Asian Fusion, Restaurants, Fast Food"
Sweet Ritual,YVdTl-VERcOig4MP1264Rw,Austin,TX,4.5,"Coffee & Tea, Ice Cream & Frozen Yogurt, Food, Vegan, Restaurants, Desserts"
The Heights Harvard Restaurant & Bar,1Pemq90PJykugLYphPK1mQ,Cambridge,MA,4.0,"Restaurants, Bars, Nightlife, American (Traditional), American (New)"
Penn Station,vHKQ7KA5I8uIKhpRIlcE8Q,Atlanta,GA,3.5,"Sandwiches, Restaurants"
Kennedy's Midtown,zrmOppjnaU4z2OTTARcu2A,Boston,MA,3.0,"Restaurants, Nightlife, Music Venues, Arts & Entertainment, Pubs, Bars, American (New)"
Buster's Corner Store,bkDtWBYMciBuk53bZYG_fQ,Pataskala,OH,4.5,"Convenience Stores, Food, Diners, Gas Stations, Automotive, Delis, Restaurants"
Chef Rob's Caribbean Cafe & Upscale Lounge,AK1aV2fYEep0fjtTXil_yg,Atlanta,GA,3.0,"Restaurants, Bars, Caterers, Fish & Chips, Lounges, Hookah Bars, Caribbean, Nightlife, Bartenders, Event Planning & Services, Dance Clubs"
University Grill & Pizza,27SJxEonKSnReeP7K9Yp0A,Boston,MA,4.0,"American (Traditional), Mediterranean, Pizza, Restaurants, Burgers, Greek"
Little Carmen's,HXugt3Vx3jt-lTKGyUJwRA,Norwell,MA,4.5,"Event Planning & Services, Caterers, Restaurants, Mexican, American (Traditional), Breakfast & Brunch"
Kitsilano Natural Foods,A_gyGXEprjjkmmnkmCDAVQ,Vancouver,BC,3.5,"Organic Stores, Animal Shelters, Grocery, Food, Vietnamese, Pets, Restaurants, Specialty Food, Health Markets"
European Pizzeria & Grill,xYmZ_rmnmUwmRsraeCQ79g,Lynn,MA,2.5,"Restaurants, Pizza"
Matt The Miller's Tavern,E7JcIbqmMGoCC0CQ9VcZ1g,Dublin,OH,4.0,"Restaurants, Nightlife, Soup, Gastropubs, American (Traditional), Bars"
Little Pecan Bistro,L59LB2woHnRhJ4py1sgbsA,Boston,MA,5.0,"Food, Juice Bars & Smoothies, American (New), Asian Fusion, Latin American, Cafes, Restaurants"
Donatos Pizza,8mz2EdZsiprNIryOduRYHA,Columbus,OH,3.5,"Sandwiches, Salad, Pizza, Restaurants"
Reina Pepiada,q3k3aOD6StK0keG91k7oXw,Austin,TX,5.0,"Food, Latin American, Restaurants, Venezuelan, Food Trucks"
El Rodeo Mexican Restaurant,pRpOqjtKIkCtEgZkpMcWKQ,Columbus,OH,4.5,"Restaurants, Mexican"
Jac's Cafe,XGTL9OtvS3rHCZAGuyNoew,Winthrop,MA,4.5,"Food, Coffee & Tea, Restaurants, Cafes, Juice Bars & Smoothies, Sandwiches, Breakfast & Brunch, Ice Cream & Frozen Yogurt, Bagels"
Eire Pub,eZgmfqTW8oKCbhXM3fKV2w,Boston,MA,4.0,"Pubs, Irish, Irish Pub, Chicken Wings, Bars, Restaurants, Nightlife"
Jersey Mike's Subs,wBMr219zhkElyM0Qq-PuCg,Austin,TX,3.5,"Sandwiches, Restaurants, Fast Food, Delis"
Grilldabeast,IwMdZuvYdxXM0AwNIbV48Q,Atlanta,GA,4.0,"Food Trucks, Food, Restaurants, Food Stands, Event Planning & Services, Caterers"
New Chongqing Restaurant,H3LYy61udCqe1c_owKeRYw,Vancouver,BC,3.5,"Chinese, Restaurants"
7-Eleven,A2VVCdM5F1CdvIV5uFm2Ww,Vancouver,BC,2.5,"Gas Stations, Coffee & Tea, Restaurants, Convenience Stores, Automotive, Food, Cafes"
Taco Del Mar,cepdWEVUNhAEipz_JVQtSQ,Richmond,BC,3.0,"Mexican, Fast Food, Restaurants, Tex-Mex"
Tanám,F3G9zpyYBBzXi8kpAFc1Yg,Somerville,MA,4.5,"Restaurants, Arts & Entertainment, Cocktail Bars, Nightlife, Performing Arts, American (Traditional), Filipino, Bars, American (New)"
Tonys Coneys,ourNvivWfdNcqdyaH6XiHA,Orient,OH,3.5,"Hot Dogs, Restaurants, Food, Fast Food, Ice Cream & Frozen Yogurt, Burgers, Desserts"
Hawkers Delight Deli,RQRRllOVx1hYJ3yYhiqQlQ,Vancouver,BC,4.0,"Malaysian, Sandwiches, Delis, Asian Fusion, Singaporean, Fast Food, Restaurants"
Sushi Inn,FsTGbD2KyCsLSf02GCFZ1w,Vancouver,BC,3.5,"Chinese, Sushi Bars, Japanese, Restaurants"
The Catfish Place,kwmUsklDrpQIEcGE4FwkNw,Saint Cloud,FL,4.5,"American (Traditional), Seafood, Restaurants, Southern, Breakfast & Brunch"
BIBIBOP Asian Grill,4ZoR9aQuJI-U7-kqbL1eiQ,Columbus,OH,4.0,"Restaurants, Salad, Asian Fusion, Fast Food, Korean"
McDonald's,WUBTpTR5ujmanvpROMwkPA,Peabody,MA,2.0,"Restaurants, Food, Coffee & Tea, Fast Food, Burgers"
Royal Tandoori Indian Restaurant,_WICh0ltcNabYR-nJ8upRA,New Westminster,BC,3.5,"Pakistani, Food, Restaurants, Specialty Food, Imported Food, Ethnic Food, Indian"
Chipotle Mexican Grill,-LUU068V-C0A0qeptf4Dtg,Winter Garden,FL,2.5,"Restaurants, Fast Food, Mexican"
Domino's Pizza,OAnTiPy1F2BeNfpOW46ZZQ,Roslindale,MA,1.5,"Pizza, Restaurants, Chicken Wings, Sandwiches"
Grace Tamale House,bghLzW6fhpbriGHZ801Xig,Austin,TX,4.5,"Restaurants, Food Trucks, Mexican, Food"
Sofia Pizza House,npjnv_clrKrL2bSsUr0RZw,Quincy,MA,3.0,"Restaurants, Pizza, Italian"
Short North Goody Boy,Fig0ZXLV3tcPRMPaCe-pbA,Columbus,OH,4.0,"Dive Bars, Bars, Comfort Food, Nightlife, Sandwiches, Diners, Restaurants"
Helmand Restaurant,D2pEDsQBUO5GIgyT8oKUxg,Cambridge,MA,4.0,"Afghan, Halal, Food, Nightlife, Bars, Desserts, Beer, Wine & Spirits, Restaurants"
Volare Restaurant and Bar,WLYDPoWGriHWtf4BmRVx2Q,Revere,MA,4.0,"Cocktail Bars, Bars, Italian, Restaurants, Nightlife, Lounges, American (New)"
Nando's Flame Grilled Chicken,GCS3ZeLQ_H9xpVEbWH1PsQ,Surrey,BC,3.5,"Portuguese, South African, Fast Food, Restaurants, Barbeque, American (Traditional), Chicken Wings, African"
Rogues Bar &  Grill,AkhzXQnNDv-DgMfc1k6WoA,Coquitlam,BC,4.0,"Restaurants, American (Traditional), Food, American (New)"
Days Inn Downtown,SyQ1JRfIbMLIUlFHAkEB6w,Vancouver,BC,2.5,"Restaurants, Breakfast & Brunch, Hotels, Event Planning & Services, Hotels & Travel"
Portside Diner,e6RD0zBW63T2tcs_R_Ax9A,Danvers,MA,3.5,"Diners, Restaurants"
Ibasaw,MS_VDLs9ySIRPKLi5MbuwA,Malden,MA,3.5,"Japanese, Seafood, Buffets, Sushi Bars, Szechuan, Chinese, Taiwanese, Restaurants, Asian Fusion, Hot Pot"
The Lehrer,el9OZkOmX0d0OJem_6kNtQ,Portland,OR,4.0,"Beer, Wine & Spirits, Bars, Food, Music Venues, Nightlife, Arts & Entertainment, Restaurants, Jazz & Blues, Pubs, Italian"
Celia's II Restaurant,EY52drl9p1umefx7l1QwQw,Salem,MA,4.0,"Dominican, Restaurants, Caribbean, Spanish"
Pad Thai Cuisine,a4PyTwXhliTY2Gt9YqNfvw,Austin,TX,3.5,"Restaurants, Thai"
Forest Hills Pizza,lSLd_SWfHnLQU5G0EzG12A,Jamaica Plain,MA,3.5,"Pizza, Restaurants"
The Florentine Cafe,QF_XZtqJqyyaUjNop7uS_A,Boston,MA,3.5,"Cafes, Restaurants, Italian"
Dairy Queen,0TggEd2m4fFzrtlW9j9f_Q,Natick,MA,3.5,"Food, Restaurants, Hot Dogs, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Burgers, Fast Food"
Grub Fresh Bowls & Wraps,V-C7JeO96m4EtULgumIahQ,Hapeville,GA,4.0,"Salad, Wraps, Restaurants"
Fillmore Trattoria,RCCq2pQPZ4uj_5A5-6sOtA,Portland,OR,4.5,"Restaurants, Italian"
Waterline,AYXI075xCbAK-B-acG1Hyw,Boston,MA,3.5,"Food, American (New), American (Traditional), Beer, Wine & Spirits, Restaurants"
Papa John's Pizza,ucJ9-X2ptyZV73jEzcuOCw,Austin,TX,2.5,"Restaurants, Pizza"
J P Licks,8f-ydACfirfV8_sUHdA_eA,Chestnut Hill,MA,2.5,"Ice Cream & Frozen Yogurt, Coffee & Tea, Restaurants, Food, Kosher"
Taco Bell,sexYEzEBgE2sxgI5InSaDQ,Austin,TX,2.0,"Restaurants, Mexican, Breakfast & Brunch, Tex-Mex, Fast Food, Tacos"
Local Gastown,QjL-xP8-NlBamuh979Ze9A,Vancouver,BC,4.0,"Gastropubs, Canadian (New), Restaurants, Breakfast & Brunch"
Chez Thuy Restaurant,IOd6GRJtI8Hqy1R_u_R6bA,Boulder,CO,3.5,"Korean, Vietnamese, Restaurants"
Biryani Corner,AtUDGvgcK-drMM33DjZjOw,Hillsboro,OR,3.5,"Indian, Restaurants"
Los Mariachis Mexican Restaurant,X_44ICVR5c0CmOEx8durjA,Columbus,OH,3.5,"Mexican, Restaurants"
The General Public,K1LpyEwZ3aCwGXf10iFC8Q,Vancouver,BC,3.5,"Restaurants, Sushi Bars, Asian Fusion, Japanese"
Gator's Dockside,UdlmOO9fgyZHGLeDen15Cw,Orlando,FL,3.0,"American (New), Seafood, Restaurants, American (Traditional)"
Little Bear Coffee & Milk Tea,Jmu0wqLL0IKIIIsS5e6sXA,Portland,OR,4.5,"Restaurants, Coffee & Tea, Food, Bubble Tea, Vietnamese"
New China,0VvUKcaPLPZJaUgIrle7Mg,Ocoee,FL,3.5,"Restaurants, Chinese, Soup"
Jersey Mike's Subs,DHw6c9B-gThuIbsRo5b1IA,Atlanta,GA,3.5,"Restaurants, Fast Food, Sandwiches, Delis"
Godfather's Pizza,k01dF8i3_yXRS-_D_6ab2g,Portland,OR,3.0,"Pizza, Restaurants"
Sen Pad Thai,DzaSS0yCTSTS9fjcAjD5fw,Vancouver,BC,4.0,"Noodles, Restaurants, Thai, Food"
Lene's Southern Cooking,di5eARO1GAEruB7ZK0HijQ,Stone Mountain,GA,2.5,"American (Traditional), Restaurants, Southern, Comfort Food, Soul Food"
Rolls Plus Grill,zYw2xGlQOuL3m3ZVIifqnQ,Portland,OR,4.0,"Street Vendors, Sushi Bars, Food, Food Stands, Restaurants, Vietnamese, Japanese"
Terrapin Tap House,c63eqhwKRfda-RfMQ3ttzg,Atlanta,GA,2.5,"Southern, Bars, Nightlife, American (Traditional), Cocktail Bars, Beer Bar, Sandwiches, Restaurants"
Jo's Hot Coffee Good Food,tfJpt7XJFhaDvhJRFsC79A,Austin,TX,4.0,"Restaurants, Donuts, Fast Food, Food, Coffee & Tea, Sandwiches, Juice Bars & Smoothies"
Red Lobster,HXwzKg5SvZbimsMsEOnAHg,Clermont,FL,3.0,"Seafood, American (Traditional), Restaurants"
